SHIPPING_MODE,SHIPPING_PRICE,WARRANTIES_FLG,CARD_PAYMENT,COUPON_PAYMENT,PRICECLUB_STATUS,BUYER_BIRTHDAY_DATE,PURCHASE_COUNT,SELLER_SCORE_COUNT,SELLER_COUNTRY,PRODUCT_FAMILY,ITEM_PRICE,CLAIM_TYPE
NORMAL,Inconnu,non,1,0,SILVER,1975,5<20,10000<100000,UNITED STATES,MUSIC,10<20,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1975,<5,10000<100000,ANDORRA,VIDEO,10<20,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1986,<5,10000<100000,"FRANCE, METROPOLITAN",SPORT,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1995,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1983,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1977,50<100,100000<1000000,GERMANY,GAMES,<10,non
MONDIAL_RELAY,<1,non,1,0,GOLD,1976,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
NORMAL,1<5,non,1,1,PLATINUM,1967,50<100,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
CHRONOPOST,Inconnu,non,1,0,UNSUBSCRIBED,1968,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
SUIVI,5<10,non,0,0,PLATINUM,1982,20<50,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,<10,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1993,5<20,10000<100000,"FRANCE, METROPOLITAN",VIDEO,50<100,oui
NORMAL,Inconnu,non,1,0,REGULAR,1953,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1964,<5,1000<10000,CHINA,SPORT,10<20,non
MONDIAL_RELAY,1<5,non,1,0,UNSUBSCRIBED,1981,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1985,100<500,100000<1000000,GERMANY,BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1955,100<500,100000<1000000,GERMANY,BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,PLATINUM,1974,20<50,100<1000,"FRANCE, METROPOLITAN",CLOTHING,20<50,non
NORMAL,1<5,non,1,0,REGULAR,1993,<5,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,<10,non
NORMAL,1<5,non,1,0,PLATINUM,1990,50<100,10000<100000,"FRANCE, METROPOLITAN",MUSIC,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1964,100<500,100000<1000000,GERMANY,BOOKS,<10,non
CHRONOPOST,10<20,non,1,0,REGULAR,1997,5<20,100<1000,"FRANCE, METROPOLITAN",HIFI,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1967,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,20<50,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1974,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1993,<5,100<1000,"FRANCE, METROPOLITAN",ELECTRONICS,100<500,oui
NORMAL,1<5,non,1,0,GOLD,1967,100<500,<100,"FRANCE, METROPOLITAN",ELECTRONICS,20<50,oui
SUIVI,Inconnu,non,0,0,PLATINUM,1967,100<500,10000<100000,ANDORRA,VIDEO,10<20,non
NORMAL,1<5,non,1,0,GOLD,1973,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,REGULAR,1988,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,20<50,oui
SUIVI,Inconnu,non,0,0,SILVER,1986,<5,100000<1000000,"FRANCE, METROPOLITAN",COMPUTER,20<50,oui
NORMAL,Inconnu,non,0,0,PLATINUM,1988,>500,100000<1000000,GERMANY,BOOKS,<10,non
SUIVI,Inconnu,non,1,1,PLATINUM,1992,>500,10000<100000,ANDORRA,VIDEO,10<20,oui
NORMAL,Inconnu,oui,1,0,UNSUBSCRIBED,1995,<5,100000<1000000,GERMANY,BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1957,5<20,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1988,5<20,1000<10000,CHINA,HIFI,<10,non
RECOMMANDE,Inconnu,oui,1,0,REGULAR,1992,5<20,1000<10000,HONG KONG,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,20<50,100<1000,CHINA,CLOTHING,10<20,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1946,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1996,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1974,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,1<5,non,1,0,SILVER,1998,5<20,1000<10000,CHINA,ELECTRONICS,<10,oui
MONDIAL_RELAY_PREPAYE,1<5,non,0,0,PLATINUM,1967,100<500,1000<10000,"FRANCE, METROPOLITAN",BOOKS,50<100,non
MONDIAL_RELAY,1<5,non,1,0,UNSUBSCRIBED,1986,<5,10000<100000,"FRANCE, METROPOLITAN",BABY,10<20,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1984,<5,100<1000,"FRANCE, METROPOLITAN",WHITE,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1956,<5,100000<1000000,SWITZERLAND,VIDEO,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1982,50<100,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1996,<5,100000<1000000,"FRANCE, METROPOLITAN",HIFI,10<20,oui
RECOMMANDE,Inconnu,non,1,0,REGULAR,1990,<5,1000<10000,CHINA,ELECTRONICS,100<500,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1976,<5,<100,CHINA,ELECTRONICS,50<100,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1988,<5,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1961,<5,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1971,<5,100<1000,UNITED KINGDOM,WHITE,<10,non
NORMAL,Inconnu,non,0,0,UNSUBSCRIBED,1970,20<50,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,Inconnu,non,0,0,REGULAR,1997,<5,1000<10000,CHINA,ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,1,PLATINUM,1975,50<100,1000<10000,"FRANCE, METROPOLITAN",WHITE,50<100,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1986,<5,1000<10000,SWEDEN,GAMES,10<20,non
NORMAL,1<5,non,0,0,REGULAR,1971,20<50,10000<100000,SWITZERLAND,VIDEO,<10,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1969,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1964,100<500,10000<100000,UNITED STATES,MUSIC,10<20,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1973,100<500,100000<1000000,UNITED STATES,VIDEO,10<20,non
NORMAL,Inconnu,non,1,0,PLATINUM,1989,5<20,10000<100000,CHINA,CLOTHING,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1969,20<50,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,1<5,non,1,0,REGULAR,1979,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,2003,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1987,<5,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,<10,oui
NORMAL,5<10,non,1,0,UNSUBSCRIBED,1982,<5,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1968,5<20,100000<1000000,GERMANY,BOOKS,<10,non
SO_POINT_RELAIS,5<10,non,1,0,UNSUBSCRIBED,1970,<5,<100,"FRANCE, METROPOLITAN",WHITE,20<50,non
SO_POINT_RELAIS,5<10,non,1,0,UNSUBSCRIBED,1964,<5,100<1000,"FRANCE, METROPOLITAN",SPORT,10<20,non
NORMAL,Inconnu,non,1,1,UNSUBSCRIBED,1996,<5,10000<100000,HONG KONG,ELECTRONICS,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1977,<5,1000<10000,GERMANY,SPORT,100<500,oui
NORMAL,1<5,non,1,0,PLATINUM,1978,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1986,<5,100<1000,CHINA,SPORT,50<100,oui
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1968,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,20<50,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1996,<5,1000<10000,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1990,50<100,10000<100000,UNITED STATES,GAMES,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1979,20<50,1000<10000,CHINA,CLOTHING,<10,non
NORMAL,<1,non,1,0,SILVER,1979,5<20,1000<10000,UNITED KINGDOM,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1986,100<500,100<1000,CHINA,CLOTHING,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1962,100<500,100000<1000000,GERMANY,VIDEO,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1990,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,0,0,GOLD,1972,100<500,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1975,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1969,5<20,1000<10000,"FRANCE, METROPOLITAN",VIDEO,10<20,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1959,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,1,PLATINUM,1992,100<500,1000<10000,"FRANCE, METROPOLITAN",HIFI,100<500,oui
EXPRESS_DELIVERY,5<10,non,1,0,UNSUBSCRIBED,1972,<5,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,20<50,oui
NORMAL,1<5,non,1,0,GOLD,1982,50<100,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1972,<5,1000<10000,CHINA,WHITE,20<50,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1967,20<50,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1995,<5,100000<1000000,"FRANCE, METROPOLITAN",GAMES,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1982,100<500,100000<1000000,GERMANY,VIDEO,10<20,non
SO_POINT_RELAIS,10<20,non,1,1,REGULAR,1977,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,500<1000,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1980,<5,100<1000,HONG KONG,ELECTRONICS,50<100,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1972,<5,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,<10,non
SUIVI,1<5,oui,1,0,UNSUBSCRIBED,1980,5<20,100000<1000000,"FRANCE, METROPOLITAN",GAMES,50<100,oui
SUIVI,Inconnu,non,1,0,SILVER,1981,50<100,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,<10,oui
MONDIAL_RELAY_PREPAYE,5<10,non,1,0,UNSUBSCRIBED,1972,5<20,10000<100000,"FRANCE, METROPOLITAN",HIFI,20<50,oui
NORMAL,Inconnu,non,1,0,REGULAR,1961,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1998,<5,1000<10000,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1971,<5,100<1000,CHINA,HIFI,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1992,5<20,100000<1000000,GERMANY,BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1991,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,0,0,GOLD,1975,100<500,1000<10000,HONG KONG,WHITE,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1986,50<100,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1964,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
SO_POINT_RELAIS,10<20,non,1,0,UNSUBSCRIBED,1975,<5,100<1000,"FRANCE, METROPOLITAN",COMPUTER,100<500,oui
SUIVI,5<10,non,1,0,UNSUBSCRIBED,1995,<5,100<1000,"FRANCE, METROPOLITAN",WHITE,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1969,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1962,100<500,100000<1000000,GERMANY,MUSIC,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1985,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,1<5,non,0,0,PLATINUM,1970,>500,10000<100000,SWITZERLAND,VIDEO,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1994,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,10<20,non,1,0,UNSUBSCRIBED,1960,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1958,<5,1000<10000,UNITED KINGDOM,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1993,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
MONDIAL_RELAY,Inconnu,non,1,0,GOLD,1950,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
RECOMMANDE,10<20,non,1,0,UNSUBSCRIBED,1967,<5,100<1000,"FRANCE, METROPOLITAN",CLOTHING,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1986,<5,10000<100000,GERMANY,ELECTRONICS,<10,oui
RECOMMANDE,Inconnu,non,1,0,REGULAR,1988,100<500,1000<10000,HONG KONG,HIFI,500<1000,oui
RECOMMANDE,Inconnu,non,1,0,SILVER,1963,5<20,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,GOLD,1988,20<50,100000<1000000,GERMANY,BOOKS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1972,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,GOLD,1971,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,GOLD,1992,100<500,100000<1000000,GERMANY,GAMES,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1975,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1973,<5,1000<10000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
RECOMMANDE,Inconnu,non,1,0,GOLD,1993,5<20,1000<10000,HONG KONG,HIFI,500<1000,non
RECOMMANDE,Inconnu,non,1,0,PLATINUM,1984,50<100,100000<1000000,UNITED STATES,MUSIC,10<20,non
SUIVI,1<5,non,1,0,PLATINUM,1967,100<500,100<1000,"FRANCE, METROPOLITAN",COMPUTER,50<100,oui
RECOMMANDE,Inconnu,non,1,0,REGULAR,1971,<5,100000<1000000,"FRANCE, METROPOLITAN",HIFI,100<500,oui
NORMAL,Inconnu,non,1,0,REGULAR,1975,<5,100<1000,CHINA,WHITE,10<20,non
NORMAL,Inconnu,non,0,0,SILVER,1969,5<20,10000<100000,HONG KONG,HIFI,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1969,<5,100000<1000000,"FRANCE, METROPOLITAN",GAMES,50<100,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1996,20<50,10000<100000,CHINA,ELECTRONICS,20<50,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1992,5<20,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1973,5<20,1000<10000,UNITED KINGDOM,COMPUTER,20<50,oui
NORMAL,1<5,non,1,0,REGULAR,1988,20<50,10000<100000,"FRANCE, METROPOLITAN",COMPUTER,10<20,non
SO_POINT_RELAIS,<1,non,1,0,PLATINUM,1962,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1997,5<20,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1990,<5,100<1000,"FRANCE, METROPOLITAN",CLOTHING,20<50,oui
RECOMMANDE,1<5,non,1,0,SILVER,1974,5<20,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,1<5,non,1,0,SILVER,1975,50<100,100<1000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,0,0,SILVER,1973,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1983,>500,100000<1000000,GERMANY,VIDEO,<10,non
MONDIAL_RELAY,<1,non,1,0,UNSUBSCRIBED,1957,5<20,10000<100000,"FRANCE, METROPOLITAN",BOOKS,50<100,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1965,<5,1000<10000,HONG KONG,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1956,<5,10000<100000,CHINA,WHITE,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1963,100<500,100000<1000000,GERMANY,VIDEO,10<20,non
NORMAL,Inconnu,non,0,0,PLATINUM,1970,100<500,100000<1000000,GERMANY,BOOKS,<10,non
RECOMMANDE,<1,non,1,0,UNSUBSCRIBED,1979,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1989,<5,10000<100000,"FRANCE, METROPOLITAN",WHITE,20<50,oui
SO_RECOMMANDE,5<10,oui,1,0,UNSUBSCRIBED,1998,<5,100<1000,"FRANCE, METROPOLITAN",CLOTHING,50<100,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1990,<5,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,20<50,oui
NORMAL,<1,non,0,0,UNSUBSCRIBED,1987,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,Inconnu,non,0,0,PLATINUM,1969,100<500,10000<100000,UNITED STATES,MUSIC,<10,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1982,<5,1000<10000,ITALY,ELECTRONICS,500<1000,non
NORMAL,Inconnu,non,1,0,PLATINUM,1971,50<100,100000<1000000,"FRANCE, METROPOLITAN",GAMES,<10,non
MONDIAL_RELAY_PREPAYE,1<5,non,1,0,UNSUBSCRIBED,1976,<5,1000<10000,"FRANCE, METROPOLITAN",BOOKS,20<50,oui
SUIVI,1<5,non,1,0,UNSUBSCRIBED,1964,50<100,10000<100000,"FRANCE, METROPOLITAN",VIDEO,<10,non
MONDIAL_RELAY,1<5,non,1,0,PLATINUM,1952,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,1<5,non,1,0,REGULAR,1999,<5,100<1000,"FRANCE, METROPOLITAN",CLOTHING,10<20,non
NORMAL,Inconnu,non,0,0,REGULAR,1971,100<500,10000<100000,UNITED STATES,MUSIC,<10,non
NORMAL,Inconnu,non,0,0,UNSUBSCRIBED,1960,>500,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1944,5<20,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
PICKUP,Inconnu,non,1,0,UNSUBSCRIBED,1988,<5,1000<10000,"FRANCE, METROPOLITAN",COMPUTER,100<500,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1995,5<20,100000<1000000,GERMANY,GAMES,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1969,20<50,100000<1000000,GERMANY,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,REGULAR,1964,20<50,1000<10000,CHINA,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1943,20<50,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,non
SUIVI,1<5,non,1,1,PLATINUM,1981,20<50,100<1000,"FRANCE, METROPOLITAN",WHITE,20<50,non
SUIVI,1<5,non,1,0,UNSUBSCRIBED,1992,<5,10000<100000,"FRANCE, METROPOLITAN",GAMES,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1992,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,1,0,PLATINUM,1982,50<100,100000<1000000,GERMANY,BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1989,<5,1000<10000,NETHERLANDS,GAMES,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1998,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1954,20<50,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,50<100,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1989,<5,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,<10,oui
NORMAL,Inconnu,non,1,1,SILVER,1982,5<20,10000<100000,HONG KONG,HIFI,10<20,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1989,<5,1000<10000,ITALY,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,0,1,UNSUBSCRIBED,1999,<5,10000<100000,CHINA,CLOTHING,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1971,5<20,1000<10000,"FRANCE, METROPOLITAN",HIFI,<10,oui
MONDIAL_RELAY,<1,non,1,0,UNSUBSCRIBED,1988,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
NORMAL,Inconnu,non,1,0,PLATINUM,1972,100<500,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
MONDIAL_RELAY,Inconnu,non,1,0,GOLD,1970,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,SILVER,1973,50<100,100<1000,CHINA,CLOTHING,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1977,20<50,100000<1000000,GERMANY,MUSIC,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1973,5<20,100000<1000000,GERMANY,BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1992,50<100,100000<1000000,GERMANY,VIDEO,<10,non
NORMAL,1<5,non,1,0,PLATINUM,1998,20<50,10000<100000,"FRANCE, METROPOLITAN",WINE,<10,non
CHRONOPOST,10<20,oui,1,0,UNSUBSCRIBED,1991,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,5<10,non,1,0,UNSUBSCRIBED,1958,<5,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,50<100,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1990,5<20,100000<1000000,GERMANY,GAMES,<10,non
NORMAL,Inconnu,non,0,0,REGULAR,1988,5<20,100000<1000000,"FRANCE, METROPOLITAN",GAMES,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1990,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,oui
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1988,<5,1000<10000,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,0,1,PLATINUM,1985,100<500,100000<1000000,GERMANY,VIDEO,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1997,<5,10000<100000,HONG KONG,CLOTHING,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1955,>500,100000<1000000,GERMANY,VIDEO,<10,non
NORMAL,<1,non,1,0,GOLD,1998,5<20,100000<1000000,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1951,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,1,REGULAR,1973,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1955,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,REGULAR,1972,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1996,<5,1000<10000,HONG KONG,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,SILVER,1980,100<500,100<1000,"FRANCE, METROPOLITAN",GAMES,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1954,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1977,<5,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1955,100<500,10000<100000,ANDORRA,MUSIC,10<20,oui
MONDIAL_RELAY,1<5,non,1,0,UNSUBSCRIBED,1960,<5,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,<1,non,1,1,PLATINUM,1981,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,SILVER,1992,<5,10000<100000,HONG KONG,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,REGULAR,1968,20<50,100000<1000000,"FRANCE, METROPOLITAN",GAMES,20<50,non
